Lnum	basehw	compound	resolution	in_sanhw1
13196	viklava	A-	aviklava	True
13199	vikzepa	Citta-	cittavikzepa	True
13199	vikzepa	Dṛṣṭi-	dfzwivikzepa	True
13204	vigama	Divasa-	divasavigama	True
13207	vigAha	Dus-	dusvigAha	False
13209	vigraha	Ā-vṛta-	A-vftavigraha	False
13209	vigraha	Sa-	savigraha	True
13215	viGAta	Danta-	dantaviGAta	True
13218	viGna	A-	aviGna	True
13218	viGna	Apa-vighna + m	apa-viGna + m	False
13218	viGna	Kṣaṇa-	kzaRaviGna	True
13223	vicakzaRa	Kārya-	kAryavicakzaRa	False
13223	vicakzaRa	Saṃdhi-	saMDivicakzaRa	True
13223	vicakzaRa	Su-	suvicakzaRa	True
13229	vicAra	A-vicāra + m	a-vicAra + m	False
13229	vicAra	Nis-	nisvicAra	False
13229	vicAra	Su-	suvicAra	True
13229	vicAra	Svapna-	svapnavicAra	True
13231	vicArin	Svapna-	svapnavicArin	True
13233	vicikitsA	Nis-vicikitsa + m	nis-vicikitsa + m	False
13236	vicezwA	Dus-	dusvicezwA	False
13236	vicezwA	Nis-	nisvicezwA	False
13243	vicyuti	Garbha-	garBavicyuti	True
13243	vicyuti	Saṅga-	saNgavicyuti	True
13246	vij	An-	anvij	False
13250	vijaya	Digvijaya	digvijaya	True
13252	vijayin	Samara-	samaravijayin	True
13262	vijYAna	A-	avijYAna	True
13262	vijYAna	Su-	suvijYAna	True
13268	viwapa	Namra-	namraviwapa	False
13279	viqAla	Vana-	vanaviqAla	True
13290	vitarka	Dus-	dusvitarka	False
13290	vitarka	Sa-vitarka + m	sa-vitarka + m	False
13305	viTura	A-	aviTura	True
13306	vid	A-	avid	True
13306	vid	Veda-	vedavid	True
13306	vid	Śastra-	Sastravid	False
13306	vid	Vidyamāna	vidyamAna	True
13306	vid	A-	avid	True
13307	vid	Citrakarmavid	citrakarmavid	True
13307	vid	Jyotirvid	jyotirvid	True
13307	vid	Tad-	tadvid	True
13307	vid	Dharma-	Darmavid	True
13307	vid	Sarva-dharma-	sarva-Darmavid	False
13307	vid	Veda-	vedavid	True
13327	vidyA	A-	avidyA	True
13327	vidyA	Ātmavidyā	AtmavidyA	True
13327	vidyA	Adhyātma-	aDyAtmavidyA	True
13327	vidyA	Kṛta-	kftavidyA	False
13327	vidyA	Tarka-	tarkavidyA	True
13327	vidyA	Dus-	dusvidyA	False
13327	vidyA	Dhanus-	DanusvidyA	False
13327	vidyA	Nakṣatra-	nakzatravidyA	True
13327	vidyA	Nis-	nisvidyA	False
13327	vidyA	Nīti-	nItividyA	True
13327	vidyA	Sa-	savidyA	False
13327	vidyA	Sadvidyā	sadvidyA	True
13327	vidyA	Sam-pūrṇa-	sam-pUrRavidyA	False
13349	viDavA	A-	aviDavA	True
13350	viDA	An-eka-vidha	an-eka-viDa	False
13350	viDA	Aṣṭa-vidha	azwa-viDa	False
13350	viDA	Asmad-	asmadviDA	False
13350	viDA	Evam-	evamviDA	False
13350	viDA	Kati-	kativiDA	False
13350	viDA	Guṇa-	guRaviDA	False
13350	viDA	Catur-	caturviDA	False
13350	viDA	Tathā-	taTAviDA	False
13350	viDA	Tad-	tadviDA	False
13350	viDA	Tādṛgvidha	tAdfgviDa	True
13350	viDA	Tri-	triviDA	True
13350	viDA	Tvad-	tvadviDA	True
13350	viDA	Daśa-vidha	daSa-viDa	False
13350	viDA	Dus-	dusviDA	False
13350	viDA	Dri-	driviDA	False
13350	viDA	Navavidha	navaviDa	True
13350	viDA	Nānā-	nAnAviDA	False
13350	viDA	Pṛthagv˚	pfTagv˚	False
13350	viDA	Bahu-	bahuviDA	False
13350	viDA	Mad-	madviDA	False
13350	viDA	Yathā-	yaTAviDA	False
13350	viDA	Vi-	viviDA	True
13350	viDA	Ṣaḍvidha-	zaqviDaviDA	False
13350	viDA	Sa-	saviDA	True
13350	viDA	Saptavidha	saptaviDa	True
13350	viDA	Su-	suviDA	False
13351	viDAtf	Anāgata-	anAgataviDAtf	True
13352	viDAna	Tathā-	taTAviDAna	True
13352	viDAna	Puṃvat-	puMvatviDAna	False
13353	viDAyin	Bhaya-	BayaviDAyin	True
13354	viDi	A-	aviDi	True
13354	viDi	Karmavidhi	karmaviDi	True
13354	viDi	Kriyā-	kriyAviDi	True
13354	viDi	Chadma-vidhi	Cadma-viDi	False
13354	viDi	Dus-	dusviDi	False
13354	viDi	Paribhava-	pariBavaviDi	True
13354	viDi	Prasādhana-	prasADanaviDi	True
13354	viDi	Prāyaścitta-	prAyaScittaviDi	True
13354	viDi	Bhavadvidhi	BavadviDi	True
13354	viDi	Bheda-	BedaviDi	True
13354	viDi	Maṅgala-	maNgalaviDi	True
13354	viDi	Yathā-	yaTAviDi	True
13354	viDi	Viśeṣa-	viSezaviDi	True
13354	viDi	Śṛṅgāra-	SfNgAraviDi	True
13357	viDitsA	Nir-vidhitsa	nir-viDitsa	False
13371	viDvaMsin	A-	aviDvaMsin	False
13374	vinaya	A-	avinaya	True
13374	vinaya	Dus-	dusvinaya	False
13374	vinaya	Sa-	savinaya	True
13376	vinayavant	A-	avinayavant	True
13381	vinASa	A-	avinASa	True
13384	vinASin	A-	avinASin	True
13397	viniScaya	Pāpa-	pApaviniScaya	True
13397	viniScaya	Sva-dharma-artha-	sva-Darma-arTaviniScaya	False
13400	vinoda	Nis-	nisvinoda	False
13400	vinoda	Vilapana-	vilapanavinoda	True
13403	vindu	Suvarṇa-	suvarRavindu	True
13403	vindu	Hiraṇya-	hiraRyavindu	False
13404	vinDya	Nis-	nisvinDya	False
13406	vinyAsa	Akṣara-	akzaravinyAsa	True
13419	viparyaya	Karmaviparyaya	karmaviparyaya	True
13419	viparyaya	Bhāgya-	BAgyaviparyaya	True
13422	vipAka	Karmavipāka	karmavipAka	True
13422	vipAka	Daśā-	daSAvipAka	True
13422	vipAka	Dus-	dusvipAka	False
13422	vipAka	Daiva-dus-	dEva-dusvipAka	False
13428	vipina	Ati-	ativipina	True
13429	vipula	Su-	suvipula	True
13451	viplava	Prāṇa-	prARaviplava	False
13458	viBaNga	Āśā-	ASAviBaNga	False
13459	viBava	Galita-	galitaviBava	False
13463	viBAga	Digvi˚	digvi˚	False
13473	viBIzaRa	Su-	suviBIzaRa	True
13485	viBrama	Citta-	cittaviBrama	True
13485	viBrama	Dṛṣṭi-	dfzwiviBrama	True
13485	viBrama	Sa-	saviBrama	True
13495	vimarSa	Nis-	nisvimarSa	False
13495	vimarSa	Sa-vimarśa + m	sa-vimarSa + m	False
13516	viyoga	A-	aviyoga	True
13516	viyoga	Sadviyoga	sadviyoga	True
13524	virala	A-	avirala	True
13524	virala	Pra-	pravirala	True
13526	viraha	Prathama-	praTamaviraha	True
13541	virudDatA	A-	avirudDatA	False
13547	viroDa	Vacana-	vacanaviroDa	True
13547	viroDa	Smṛti-	smftiviroDa	True
13548	viroDana	A-	aviroDana	True
13549	viroDin	Deśa-kāla-	deSa-kAlaviroDin	False
13552	vila	Ud-	udvila	True
13552	vila	Mahā-	mahAvila	True
13552	vila	Sthālī-	sTAlIvila	True
13558	vilamba	A-	avilamba	True
13562	vilaya	Su-	suvilaya	True
13566	vilAsa	Bhrū-	BrUvilAsa	True
13566	vilAsa	Sa-	savilAsa	True
13569	vilAsin	Vāra-	vAravilAsin	False
13569	vilAsin	Sura-	suravilAsin	False
13585	vilva	Cira-	ciravilva	True
13587	vivaDa	Udaka-	udakavivaDa	False
13589	vivara	Karṇa-	karRavivara	True
13589	vivara	Nāsā-	nAsAvivara	True
13593	vivartin	A-	avivartin	False
13593	vivartin	Pārśva-	pArSvavivartin	True
13597	vivAda	A-	avivAda	True
13597	vivAda	Nis-	nisvivAda	False
13597	vivAda	Śānta-	SAntavivAda	True
13597	vivAda	Sīmā-	sImAvivAda	True
13610	viveka	A-	aviveka	True
13613	vivekin	A-	avivekin	True
13618	viS	Svar-veśyā	svar-veSyA	False
13621	viSaNka	A-	aviSaNka	True
13621	viSaNka	Nis-	nisviSaNka	False
13636	viSiKa	Kaṭākṣa-	kawAkzaviSiKa	True
13640	viSeza	A-viśeṣa + m	a-viSeza + m	False
13640	viSeza	Tapoviśeṣa	tapoviSeza	True
13640	viSeza	Daśā-	daSAviSeza	True
13640	viSeza	Nis-	nisviSeza	False
13640	viSeza	Prasādhana-	prasADanaviSeza	True
13640	viSeza	Rasa-	rasaviSeza	True
13640	viSeza	Sa-	saviSeza	True
13641	viSezaka	Patra-	patraviSezaka	True
13641	viSezaka	Vi-pra-naṣṭa-	vi-pra-nazwaviSezaka	False
13641	viSezaka	Sa-	saviSezaka	True
13642	viSezajYa	A-	aviSezajYa	True
13643	viSezaRa	Nis-	nisviSezaRa	False
13643	viSezaRa	Sa-	saviSezaRa	True
13646	viSezatas	Sa-	saviSezatas	True
13652	viSozaRa	Tālu-	tAluviSozaRa	True
13666	viSrAva	Loka-viśruti	loka-viSruti	False
13668	viSleza	Citta-	cittaviSleza	True
13689	viSvAsa	A-	aviSvAsa	True
13691	viSvAsin	A-	aviSvAsin	True
13697	viz	Karṇa-	karRaviz	True
13698	viza	Karṇa-	karRaviza	True
13698	viza	Dūṣī-	dUzIviza	True
13698	viza	Dṛṣṭi-	dfzwiviza	True
13698	viza	Nis-	nisviza	False
13698	viza	Netra-	netraviza	True
13698	viza	Mahā-	mahAviza	True
13698	viza	Lālā-	lAlAviza	True
13699	vizaNga	Nis-	nisvizaNga	False
13705	vizama	Vākya-vajra-	vAkya-vajravizama	False
13709	vizaya	A-	avizaya	True
13709	vizaya	An-anya-	an-anyavizaya	False
13709	vizaya	Avakāśa-	avakASavizaya	False
13709	vizaya	Cakṣurviṣaya	cakzurvizaya	True
13709	vizaya	A-cakṣus-	a-cakzusvizaya	False
13709	vizaya	Guṇa-samudaya-avāpti-	guRa-samudaya-avAptivizaya	False
13709	vizaya	Nis-	nisvizaya	False
13709	vizaya	Nīti-	nItivizaya	True
13709	vizaya	Palāyana-	palAyanavizaya	True
13709	vizaya	Mitra-	mitravizaya	True
13709	vizaya	Yuvati-	yuvativizaya	False
13709	vizaya	Śruti-	Srutivizaya	True
13709	vizaya	Sva-	svavizaya	True
13714	vizARa	Nis-	nisvizARa	False
13714	vizARa	Śaśa-	SaSavizARa	True
13716	vizAda	A-	avizAda	True
13716	vizAda	Sa-viṣāda + m	sa-vizAda + m	False
13725	vizkira	Nakha-	naKavizkira	True
13725	vizkira	Smera-	smeravizkira	True
13726	vizwapa	Tri-	trivizwapa	True
13730	vizwA	Go-viṣṭhā	go-vizWA	False
13730	vizwA	Mukha-viṣṭhā	muKa-vizWA	False
13747	visaMvAdin	A-	avisaMvAdin	True
13754	visarpin	Manda-	mandavisarpin	True
13766	vistara	Ati-	ativistara	True
13766	vistara	Sa-	savistara	True
13766	vistara	Su-vistara + m	su-vistara + m	False
13770	vistAra	Ati-	ativistAra	True
13774	vispazwa	A-	avispazwa	True
13779	vismaya	Sa-vismaya	sa-vismaya	False
13793	vihaMga	Nis-	nisvihaMga	False
13796	vihati	Praṇaya-	praRayavihati	True
13804	vihAra	Jayendra-	jayendravihAra	True
13804	vihAra	Nis-	nisvihAra	False
13804	vihAra	Hiṃsā-	hiMsAvihAra	True
13815	vihvala	A-	avihvala	True
13815	vihvala	Pari-	parivihvala	True
13825	vIci	A-	avIci	True
13825	vIci	Mahā-	mahAvIci	True
13827	vIja	A-	avIja	True
13827	vIja	Agni-	agnivIja	True
13827	vIja	Upta-	uptavIja	False
13827	vIja	Uśīra-	uSIravIja	True
13827	vIja	Nīti-	nItivIja	False
13827	vIja	Maṇi-	maRivIja	True
13827	vIja	Mantra-	mantravIja	True
13827	vIja	Raṅga-	raNgavIja	True
13827	vIja	Sva-	svavIja	True
13827	vIja	Hara-	haravIja	True
13827	vIja	Hari-	harivIja	True
13833	vIjya	Mahā-	mahAvIjya	True
13835	vIRA	Danta-	dantavIRA	True
13835	vIRA	Sūtra-	sUtravIRA	True
13840	vITi	Aja-vīthī	aja-vITI	False
13840	vITi	Ghana-vīthi-vīthi	Gana-vITi-vITi	False
13840	vITi	Nakṣatra-vīthī	nakzatra-vITI	False
13840	vITi	Nabhovīthī	naBovITI	True
13840	vITi	Nāga-vīthī	nAga-vITI	False
13840	vITi	Sura-vīthī	sura-vITI	False
13848	vIra	A-	avIra	True
13848	vIra	Eka-	ekavIra	True
13848	vIra	Mahā-	mahAvIra	True
13848	vIra	Su-	suvIra	True
13858	vIruD	Nis-	nisvIruD	False
13861	vIrya	A-mogha-	a-moGavIrya	False
13861	vIrya	Nis-	nisvIrya	False
13861	vIrya	Mahā-	mahAvIrya	True
13861	vIrya	Vi-citra-	vi-citravIrya	False
13861	vIrya	Sama-	samavIrya	True
13861	vIrya	Su-	suvIrya	True
13867	vf	Ūrdhva-	UrDvavf	False
13867	vf	Svayam-	svayamvf	False
13872	vfka	A-	avfka	True
13872	vfka	Śālā-	SAlAvfka	True
13876	vfkza	Asi-patra-	asi-patravfkza	False
13876	vfkza	Kalpa-	kalpavfkza	True
13876	vfkza	Kṣīra-	kzIravfkza	True
13876	vfkza	Caitya-	cEtyavfkza	True
13876	vfkza	Dīpa-	dIpavfkza	True
13876	vfkza	Nis-	nisvfkza	False
13877	vfkzaka	A-	avfkzaka	True
13886	vft	Ārya-	Aryavft	False
13886	vft	Iti-	itivft	False
13886	vft	Kalyāṇa-	kalyARavft	False
13886	vft	Kāma-	kAmavft	False
13886	vft	Kim-	kimvft	False
13886	vft	Guru-	guruvft	False
13886	vft	Chandov˚	Candov˚	False
13886	vft	Tejov˚	tejov˚	False
13886	vft	Dus-	dusvft	False
13886	vft	A-dus-	a-dusvft	False
13886	vft	Ati-dus-	ati-dusvft	False
13886	vft	Purā-	purAvft	False
13886	vft	Pūrva-	pUrvavft	False
13886	vft	Maṅgalādeśa-	maNgalAdeSavft	False
13886	vft	Yathā-vṛtta + m	yaTA-vftta + m	False
13886	vft	Veda-	vedavft	False
13886	vft	Sadv˚	sadv˚	False
13886	vft	Sādhu-	sADuvft	False
13886	vft	Su-	suvft	True
13886	vft	Sva-	svavft	False
13893	vfttAnta	Sadvṛ˚	sadvf˚	False
13894	vftti	A-	avftti	True
13894	vftti	Anyathā-	anyaTAvftti	True
13894	vftti	A-vyāpya-	a-vyApyavftti	False
13894	vftti	Uñcha-	uYCavftti	True
13894	vftti	Evam-	evamvftti	False
13894	vftti	Garva-	garvavftti	False
13894	vftti	Citta-	cittavftti	True
13894	vftti	Jyeṣṭha-	jyezWavftti	True
13894	vftti	A-jyeṣṭha-	a-jyezWavftti	False
13894	vftti	Tad-vṛtti	tad-vftti	False
13894	vftti	Tamas-	tamasvftti	False
13894	vftti	Dus-	dusvftti	False
13894	vftti	Dyūta-	dyUtavftti	True
13894	vftti	Dhairya-	DEryavftti	True
13894	vftti	Pataṅga-	pataNgavftti	False
13894	vftti	Para-adhīna-	para-aDInavftti	False
13894	vftti	Parokṣa-	parokzavftti	True
13894	vftti	Pratikūla-	pratikUlavftti	True
13894	vftti	Bhāgya-	BAgyavftti	True
13894	vftti	Vaka-	vakavftti	True
13894	vftti	Vāgurā-	vAgurAvftti	True
13894	vftti	Vaiśya-	vESyavftti	True
13894	vftti	Śīla-	SIlavftti	True
13894	vftti	Śvavṛtti	Svavftti	True
13894	vftti	Sama-	samavftti	True
13894	vftti	Sādhu-	sADuvftti	True
13894	vftti	Sva-	svavftti	True
13895	vfttitA	An-āyatta-vṛttitā	an-Ayatta-vfttitA	False
13902	vfdDa	Kula-	kulavfdDa	True
13902	vfdDa	Vayas-	vayasvfdDa	False
13902	vfdDa	Vidyā-vayas-	vidyA-vayasvfdDa	False
13902	vfdDa	Sa-bāla-	sa-bAlavfdDa	False
13904	vfdDi	Kāla-	kAlavfdDi	True
13904	vfdDi	Kusīda-	kusIdavfdDi	True
13904	vfdDi	Cakra-	cakravfdDi	True
13906	vfD	Tapov˚	tapov˚	False
13908	vfnta	Tāla-	tAlavfnta	True
13908	vfnta	Dīrgha-	dIrGavfnta	True
13908	vfnta	Stana-	stanavfnta	True
13910	vfnda	Eka-	ekavfnda	True
13916	vfScika	Patra-	patravfScika	False
13918	vfza	Kṣmā-	kzmAvfza	True
13918	vfza	Go-	govfza	True
13918	vfza	Nis-	nisvfza	False
13921	vfzaRa	Tikṣṇa-	tikzRavfzaRa	False
13924	vfzaBa	Go-	govfzaBa	True
13924	vfzaBa	Nara-vara-	nara-varavfzaBa	False
13930	vfzwi	A-	avfzwi	True
13930	vfzwi	Prājya-	prAjyavfzwi	True
13930	vfzwi	Śilā-	SilAvfzwi	True
13940	vega	Caṇḍa-	caRqavega	True
13940	vega	Nis-	nisvega	False
13940	vega	Mahā-	mahAvega	True
13940	vega	Viṣa-	vizavega	True
13940	vega	Sa-vega + m	sa-vega + m	False
13948	veRa	Kṛṣṇa-	kfzRaveRa	False
13949	veRi	Eka-venī̆	eka-venĬ	False
13949	veRi	Puṣpa-veṇī	puzpa-veRI	False
13949	veRi	Pra-veṇī̆	pra-veRĬ	False
13950	veRu	Tri-	triveRu	True
13953	vetana	Ubhaya-	uBayavetana	True
13953	vetana	Kṛta-	kftavetana	True
13953	vetana	Nis-	nisvetana	False
13964	veda	A-	aveda	True
13964	veda	Āyurveda	Ayurveda	True
13964	veda	Kṣatra-	kzatraveda	True
13964	veda	Gandharva-	ganDarvaveda	True
13964	veda	Catur-	caturveda	True
13964	veda	Tri-	triveda	True
13964	veda	Dus-	dusveda	False
13964	veda	Dhanurveda	Danurveda	True
13964	veda	Pari-	pariveda	True
13965	vedana	Prasava-	prasavavedana	False
13967	vedas	Viśva-	viSvavedas	True
13967	vedas	Sarva-	sarvavedas	True
13973	vedi	Uttara-vedi	uttara-vedi	False
13973	vedi	Ud-vedi	ud-vedi	False
13973	vedi	Vahis-vedi	vahis-vedi	False
13976	vedin	Kanyā-	kanyAvedin	True
13976	vedin	Karuṇa-	karuRavedin	True
13976	vedin	Gambhīra-	gamBIravedin	True
13976	vedin	Nīti-	nItivedin	True
13976	vedin	Puruṣa-antara-	puruza-antaravedin	False
13980	veDana	Dṛḍha-	dfQaveDana	True
13982	veDin	Koṭi-	kowiveDin	True
13982	veDin	Śabda-	SabdaveDin	True
13982	veDin	Śīghra-	SIGraveDin	True
13986	vepaTu	Ati-	ativepaTu	True
13988	vepaTumant	Ati-	ativepaTumant	True
13991	vema	Su-vema	su-vema	False
13995	vela	Ati-vela + m	ati-vela + m	False
13995	vela	Anu-vela + m	anu-vela + m	False
13995	vela	Ud-vela	ud-vela	False
13995	vela	Toya-velā	toya-velA	False
13995	vela	Mahā-vela	mahA-vela	False
13999	veSa	Agni-	agniveSa	True
13999	veSa	Abhisaraṇa-	aBisaraRaveSa	False
13999	veSa	Ārya-	AryaveSa	True
13999	veSa	Kapaṭa-yuvati-	kapawa-yuvativeSa	False
13999	veSa	Kṛta-	kftaveSa	True
13999	veSa	Puṃveśa	puMveSa	True
13999	veSa	Śṛṅgāra-	SfNgAraveSa	True
13999	veSa	Sa-	saveSa	True
14002	veSin	Sarva-	sarvaveSin	True
14003	veSman	Krīḍā-	krIqAveSman	True
14003	veSman	Jatu-	jatuveSman	True
14003	veSman	Pāyu-kṣālana-	pAyu-kzAlanaveSman	False
14003	veSman	Bandhana-	banDanaveSman	True
14003	veSman	Vāsa-	vAsaveSman	True
14003	veSman	Śmaśāna-	SmaSAnaveSman	True
14007	vezwa	Karṇa-	karRavezwa	True
14007	vezwa	Danta-	dantavezwa	True
14007	vezwa	Patra-	patravezwa	True
14008	vezwaka	Danta-	dantavezwaka	True
14009	vezwana	Ud-	udvezwana	True
14029	vEklavya	Sa-vaiklavya + m	sa-vEklavya + m	False
14032	vEcakzaRya	Ati-	ativEcakzaRya	True
14046	vEtaMsika	Dyūta-	dyUtavEtaMsika	True
14055	vEdarBa	Danta-	dantavEdarBa	True
14064	vEdya	Viṣa-	vizavEdya	True
14064	vEdya	Svar-	svarvEdya	True
14072	vEDavya	A-	avEDavya	True
14072	vEDavya	Bāla-	bAlavEDavya	True
14096	vEyAkaraRa	Prathama-	praTamavEyAkaraRa	True
14100	vEra	Nis-	nisvEra	False
14104	vErAgya	Sa-vairāgya + m	sa-vErAgya + m	False
14109	vErin	Dṛḍha-	dfQavErin	True
14109	vErin	Pūrva-	pUrvavErin	True
14114	vElakzya	Sa-	savElakzya	True
14134	vEzamya	Ati-	ativEzamya	True
14144	voQf	Dhūrvoḍhṛ	DUrvoQf	True
14151	vyakti	A-sakala-	a-sakalavyakti	False
14152	vyagra	A-	avyagra	True
14155	vyaNga	A-	avyaNga	True
14161	vyajana	Bāla-	bAlavyajana	True
14163	vyaYjana	A-	avyaYjana	True
14163	vyaYjana	A-jāta-	a-jAtavyaYjana	False
14163	vyaYjana	Nis-	nisvyaYjana	False
14164	vyatikara	Dṛṣṭa-	dfzwavyatikara	True
14164	vyatikara	Vārtā-	vArtAvyatikara	False
14177	vyaTA	A-vyatha	a-vyaTa	False
14177	vyaTA	Guru-	guruvyaTA	False
14177	vyaTA	Nirvyatha	nirvyaTa	True
14177	vyaTA	Sa-	savyaTA	False
14178	vyaD	Su-	suvyaD	False
14178	vyaD	An-	anvyaD	False
14189	vyapekzA	Nirvyapekṣa	nirvyapekza	True
14189	vyapekzA	Sa-	savyapekzA	True
14190	vyaBicAra	Sa-	savyaBicAra	True
14193	vyaBicAritva	Svatva-	svatvavyaBicAritva	True
14194	vyaBicArin	A-	avyaBicArin	True
14197	vyaya	A-	avyaya	True
14197	vyaya	Ati-	ativyaya	True
14197	vyaya	Bhojana-	Bojanavyaya	True
14197	vyaya	Su-alpa-	su-alpavyaya	False
14201	vyalIka	Nis-	nisvyalIka	False
14209	vyavasAyin	A-	avyavasAyin	True
14210	vyavasTA	A-vyavastha	a-vyavasTa	False
14215	vyavahAra	Yathā-vyavahāra + m	yaTA-vyavahAra + m	False
14224	vyasana	Āyudha-	AyuDavyasana	False
14224	vyasana	Nau-	nOvyasana	True
14224	vyasana	Bala-	balavyasana	True
14224	vyasana	Mūla-	mUlavyasana	True
14226	vyasanin	A-	avyasanin	True
14226	vyasanin	Mānotsehaparākrama-	mAnotsehaparAkramavyasanin	False
14226	vyasanin	Sūta-	sUtavyasanin	True
14228	vyAkaraRa	Garbha-	garBavyAkaraRa	True
14228	vyAkaraRa	Garbhiṇī-	garBiRIvyAkaraRa	True
14230	vyAkulatA	Nirvyākulatā	nirvyAkulatA	True
14240	vyAGra	Nis-	nisvyAGra	False
14241	vyAja	Nis-	nisvyAja	False
14241	vyAja	Sa-vyāja	sa-vyAja	False
14247	vyADa	Dharma-	DarmavyADa	True
14247	vyADa	Mṛga-	mfgavyADa	True
14250	vyADi	Nis-	nisvyADi	False
14257	vyApad	Viraha-	virahavyApad	True
14261	vyApAra	A-	avyApAra	True
14261	vyApAra	Kim-	kimvyApAra	False
14261	vyApAra	Dṛgvyāpāra	dfgvyApAra	False
14261	vyApAra	Nis-	nisvyApAra	False
14261	vyApAra	Vāgvy˚	vAgvy˚	False
14290	vyucCettf	A-	avyucCettf	True
14304	vyUha	Garbha-	garBavyUha	True
14304	vyUha	Cakra-	cakravyUha	True
14304	vyUha	Daṇḍa-	daRqavyUha	True
14304	vyUha	Maṇḍala-	maRqalavyUha	False
14306	vye	Yajña-	yajYavye	False
14306	vye	Su-	suvye	False
14310	vraj	Dus-	dusvraj	False
14311	vraja	Go-	govraja	True
14311	vraja	Netra-	netravraja	False
14316	vraRa	A-	avraRa	True
14316	vraRa	A-kṛta-	a-kftavraRa	False
14316	vraRa	Nis-	nisvraRa	False
14316	vraRa	Vi-stārita-bahu-	vi-stArita-bahuvraRa	False
14318	vrata	A-	avrata	True
14318	vrata	Arka-	arkavrata	True
14318	vrata	Asi-dhārā-	asi-DArAvrata	False
14318	vrata	Ārya-	Aryavrata	True
14318	vrata	Indu-	induvrata	True
14318	vrata	Indra-	indravrata	True
14318	vrata	Go-	govrata	True
14318	vrata	Gaurī-	gOrIvrata	True
14318	vrata	Daṇḍa-	daRqavrata	False
14318	vrata	Dṛḍha-	dfQavrata	True
14318	vrata	Deva-	devavrata	True
14318	vrata	Dhṛta-	Dftavrata	True
14318	vrata	Niyama-	niyamavrata	False
14318	vrata	Nis-	nisvrata	False
14318	vrata	Pati-	pativrata	True
14318	vrata	Payovrata	payovrata	True
14318	vrata	Brahmavrata	brahmavrata	True
14318	vrata	Madhu-	maDuvrata	True
14318	vrata	Mahā-	mahAvrata	True
14318	vrata	Māruta-	mArutavrata	True
14318	vrata	Mauna-	mOnavrata	True
14318	vrata	Yata-	yatavrata	True
14318	vrata	Yama-	yamavrata	True
14318	vrata	Rahasya-	rahasyavrata	True
14318	vrata	Vipula-	vipulavrata	True
14318	vrata	Sam-śita-	sam-Sitavrata	False
14318	vrata	Satya-	satyavrata	True
14318	vrata	Su-	suvrata	True
14318	vrata	Stuti-	stutivrata	True
14322	vratin	Go-	govratin	True
14322	vratin	Deva-	devavratin	True
14322	vratin	Mahā-	mahAvratin	True
14322	vratin	Vaka-	vakavratin	True
14327	vrAta	Vṛṣavrāta	vfzavrAta	True
14332	vrIqa	Sa-	savrIqa	True
14344	SaMs	A-śasta	a-Sasta	False
14349	Sak	A-	aSak	False
14352	Sakawa	Rohiṇī-	rohiRISakawa	True
14354	SakawikA	Mṛcchakatikā	mfcCakatikA	False
14359	Sakuna	A-	aSakuna	True
14363	SakuntalA	Abhijñāna-	aBijYAnaSakuntalA	True
14368	Sakti	A-	aSakti	True
14368	Sakti	Ananta-, Amara-, Ugra-, Deva-	ananta-, amara-, ugra-, devaSakti	False
14368	Sakti	Ātmaśakti	AtmaSakti	True
14368	Sakti	Yathā-	yaTASakti	True
14368	Sakti	Rati-	ratiSakti	True
14368	Sakti	Śiva-	SivaSakti	True
14373	Saktu	Dadhi-	daDiSaktu	False
14375	Sakra	Ati-	atiSakra	True
14379	SaNk	Nitya-	nityaSaNk	False
14381	SaNkA	A-śaṅka	a-SaNka	False
14381	SaNkA	Nis-śaṅka	nis-SaNka	False
14381	SaNkA	Vita-	vitaSaNkA	False
14381	SaNkA	Sa-	saSaNkA	False
14383	SaNku	Tri-	triSaNku	True
14383	SaNku	Danta-	dantaSaNku	True
14383	SaNku	Loha-	lohaSaNku	True
14386	SaNKa	Mahā-	mahASaNKa	True
14386	SaNKa	Sa-	saSaNKa	True
14386	SaNKa	Saṃdhyā-	saMDyASaNKa	True
14386	SaNKa	Sthūla-	sTUlaSaNKa	False
14386	SaNKa	Hema-	hemaSaNKa	True
14399	SaWa	A-	aSaWa	True
14399	SaWa	Danta-	dantaSaWa	True
14407	Sata	Adhyardha-	aDyarDaSata	True
14407	Sata	Ardha-	arDaSata	True
14407	Sata	Aṣṭaśata	azwaSata	True
14407	Sata	Eka-	ekaSata	True
14407	Sata	Tāvacchata	tAvacCata	True
14407	Sata	Tri-	triSata	True
14407	Sata	Daśaśata	daSaSata	True
14407	Sata	Daśa-raśmi-	daSa-raSmiSata	False
14407	Sata	Dvi-	dviSata	True
14407	Sata	Pañcaśata	paYcaSata	True
14407	Sata	Paraḥśata	paraHSata	True
14411	Satatama	Dvi-	dviSatatama	True
14411	Satatama	Tri-	triSatatama	True
14411	Satatama	Catuḥśatatama	catuHSatatama	True
14411	Satatama	Pañcaśatatama	paYcaSatatama	True
14411	Satatama	Navaśatatama	navaSatatama	True
14411	Satatama	Dvāviṃśati-	dvAviMSatiSatatama	True
14423	Satru	Indra-	indraSatru	True
14423	Satru	Krauñca-	krOYcaSatru	True
14423	Satru	Deva-	devaSatru	True
14423	Satru	Bahu-	bahuSatru	True
14423	Satru	Vibudha-	vibuDaSatru	True
14423	Satru	Vṛtra-	vftraSatru	True
14441	SaPa	Eka-	ekaSaPa	True
14441	SaPa	Dvi-	dviSaPa	True
