OrigL	AssignedL
14407.XYZ	14407.006
14407.XYZ	14407.008
14407.XYZ	14407.010
14407.XYZ	14407.012
14407.XYZ	14407.014
14407.XYZ	14407.016
14407.XYZ	14407.018
14407.XYZ	14407.020
14407.XYZ	14407.022
14411.XYZ	14411.002
14411.XYZ	14411.004
14411.XYZ	14411.006
14411.XYZ	14411.008
14411.XYZ	14411.010
14411.XYZ	14411.012
14423.XYZ	14423.002
14423.XYZ	14423.004
14423.XYZ	14423.006
14423.XYZ	14423.008
14423.XYZ	14423.010
14423.XYZ	14423.012
14441.XYZ	14441.002
14441.XYZ	14441.004
14441.XYZ	14441.006
14445.XYZ	14445.002
14445.XYZ	14445.004
14445.XYZ	14445.006
14445.XYZ	14445.008
14445.XYZ	14445.010
14456.XYZ	14456.002
14467.XYZ	14467.002
14467.XYZ	14467.004
14467.XYZ	14467.006
14475.XYZ	14475.002
14475.XYZ	14475.004
14475.XYZ	14475.006
14475.XYZ	14475.008
14475.XYZ	14475.010
14475.XYZ	14475.012
14477.XYZ	14477.002
14477.XYZ	14477.004
14477.XYZ	14477.006
14477.XYZ	14477.008
14477.XYZ	14477.010
14477.XYZ	14477.012
14480.XYZ	14480.002
14480.XYZ	14480.004
14480.XYZ	14480.006
14483.XYZ	14483.002
14499.XYZ	14499.002
14503.XYZ	14503.002
14503.XYZ	14503.004
14503.XYZ	14503.006
14503.XYZ	14503.008
14505.XYZ	14505.002
14507.XYZ	14507.002
14507.XYZ	14507.004
14507.XYZ	14507.006
14507.XYZ	14507.008
14527.XYZ	14527.002
14527.XYZ	14527.004
14527.XYZ	14527.006
14529.XYZ	14529.002
14529.XYZ	14529.004
14531.XYZ	14531.002
14531.XYZ	14531.004
14531.XYZ	14531.006
14538.XYZ	14538.002
14541.XYZ	14541.002
14553.XYZ	14553.002
14553.XYZ	14553.004
14553.XYZ	14553.006
14553.XYZ	14553.008
14553.XYZ	14553.010
14560.XYZ	14560.002
14560.XYZ	14560.004
14560.XYZ	14560.006
14560.XYZ	14560.008
14574.XYZ	14574.002
14574.XYZ	14574.004
14578.XYZ	14578.002
14609.XYZ	14609.002
14609.XYZ	14609.004
14609.XYZ	14609.006
14609.XYZ	14609.008
14609.XYZ	14609.010
14611.XYZ	14611.002
14628.XYZ	14628.002
14628.XYZ	14628.004
14628.XYZ	14628.006
14628.XYZ	14628.008
14628.XYZ	14628.010
14628.XYZ	14628.012
14628.XYZ	14628.014
14628.XYZ	14628.016
14628.XYZ	14628.018
14628.XYZ	14628.020
14628.XYZ	14628.022
14628.XYZ	14628.024
14628.XYZ	14628.026
14628.XYZ	14628.028
14628.XYZ	14628.030
14635.XYZ	14635.002
14635.XYZ	14635.004
14635.XYZ	14635.006
14635.XYZ	14635.008
14640.XYZ	14640.002
14643.XYZ	14643.002
14649.XYZ	14649.002
14649.XYZ	14649.004
14651.XYZ	14651.002
14652.XYZ	14652.002
14652.XYZ	14652.004
14652.XYZ	14652.006
14652.XYZ	14652.008
14652.XYZ	14652.010
14652.XYZ	14652.012
14652.XYZ	14652.014
14652.XYZ	14652.016
14656.XYZ	14656.002
14656.XYZ	14656.004
14656.XYZ	14656.006
14656.XYZ	14656.008
14656.XYZ	14656.010
14656.XYZ	14656.012
14656.XYZ	14656.014
14656.XYZ	14656.016
14656.XYZ	14656.018
14667.XYZ	14667.002
14667.XYZ	14667.004
14671.XYZ	14671.002
14671.XYZ	14671.004
14672.XYZ	14672.002
14674.XYZ	14674.002
14674.XYZ	14674.004
14674.XYZ	14674.006
14674.XYZ	14674.008
14674.XYZ	14674.010
14674.XYZ	14674.012
14678.XYZ	14678.002
14692.XYZ	14692.002
14698.XYZ	14698.002
14700.XYZ	14700.002
14700.XYZ	14700.004
14700.XYZ	14700.006
14700.XYZ	14700.008
14700.XYZ	14700.010
14700.XYZ	14700.012
14700.XYZ	14700.014
14700.XYZ	14700.016
14700.XYZ	14700.018
14700.XYZ	14700.020
14700.XYZ	14700.022
14707.XYZ	14707.002
14711.XYZ	14711.002
14711.XYZ	14711.004
14711.XYZ	14711.006
14711.XYZ	14711.008
14711.XYZ	14711.010
14711.XYZ	14711.012
14716.XYZ	14716.002
14719.XYZ	14719.002
14719.XYZ	14719.004
14731.XYZ	14731.002
14738.XYZ	14738.002
14742.XYZ	14742.002
14744.XYZ	14744.002
14744.XYZ	14744.004
14744.XYZ	14744.006
14744.XYZ	14744.008
14745.XYZ	14745.002
14752.XYZ	14752.002
14752.XYZ	14752.004
14752.XYZ	14752.006
14752.XYZ	14752.008
14752.XYZ	14752.010
14752.XYZ	14752.012
14753.XYZ	14753.002
14757.XYZ	14757.002
14757.XYZ	14757.004
14757.XYZ	14757.006
14757.XYZ	14757.008
14757.XYZ	14757.010
14757.XYZ	14757.012
14757.XYZ	14757.014
14757.XYZ	14757.016
14757.XYZ	14757.018
14757.XYZ	14757.020
14757.XYZ	14757.022
14757.XYZ	14757.024
14757.XYZ	14757.026
14757.XYZ	14757.028
14757.XYZ	14757.030
14757.XYZ	14757.032
14757.XYZ	14757.034
14760.XYZ	14760.002
14764.XYZ	14764.002
14767.XYZ	14767.002
14771.XYZ	14771.002
14771.XYZ	14771.004
14776.XYZ	14776.002
14779.XYZ	14779.002
14779.XYZ	14779.004
14790.XYZ	14790.002
14794.XYZ	14794.002
14794.XYZ	14794.004
14794.XYZ	14794.006
14795.XYZ	14795.002
14795.XYZ	14795.004
14806.XYZ	14806.002
14806.XYZ	14806.004
14809.XYZ	14809.002
14814.XYZ	14814.002
14819.XYZ	14819.002
14819.XYZ	14819.004
14819.XYZ	14819.006
14819.XYZ	14819.008
14828.XYZ	14828.002
14831.XYZ	14831.002
14831.XYZ	14831.004
14833.XYZ	14833.002
14839.XYZ	14839.002
14839.XYZ	14839.004
14839.XYZ	14839.006
14839.XYZ	14839.008
14840.XYZ	14840.002
14843.XYZ	14843.002
14843.XYZ	14843.004
14851.XYZ	14851.002
14851.XYZ	14851.004
14851.XYZ	14851.006
14851.XYZ	14851.008
14851.XYZ	14851.010
14854.XYZ	14854.002
14859.XYZ	14859.002
14859.XYZ	14859.004
14859.XYZ	14859.006
14860.XYZ	14860.002
14860.XYZ	14860.004
14860.XYZ	14860.006
14860.XYZ	14860.008
14860.XYZ	14860.010
14860.XYZ	14860.012
14866.XYZ	14866.002
14871.XYZ	14871.002
14882.XYZ	14882.002
14882.XYZ	14882.004
14882.XYZ	14882.006
14882.XYZ	14882.008
14882.XYZ	14882.010
14882.XYZ	14882.012
14882.XYZ	14882.014
14882.XYZ	14882.016
14882.XYZ	14882.018
14882.XYZ	14882.020
14882.XYZ	14882.022
14891.XYZ	14891.002
14891.XYZ	14891.004
14891.XYZ	14891.006
14891.XYZ	14891.008
14891.XYZ	14891.010
14891.XYZ	14891.012
14891.XYZ	14891.014
14892.XYZ	14892.002
14906.XYZ	14906.002
14907.XYZ	14907.002
14907.XYZ	14907.004
14907.XYZ	14907.006
14907.XYZ	14907.008
14907.XYZ	14907.010
14907.XYZ	14907.012
14911.XYZ	14911.002
14915.XYZ	14915.002
14915.XYZ	14915.004
14920.XYZ	14920.002
14922.XYZ	14922.002
14923.XYZ	14923.002
14924.XYZ	14924.002
14924.XYZ	14924.004
14924.XYZ	14924.006
14931.XYZ	14931.002
14931.XYZ	14931.004
14938.XYZ	14938.002
14952.XYZ	14952.002
14953.XYZ	14953.002
14953.XYZ	14953.004
14953.XYZ	14953.006
14977.XYZ	14977.002
14977.XYZ	14977.004
14985.XYZ	14985.002
14985.XYZ	14985.004
14986.XYZ	14986.002
14986.XYZ	14986.004
14986.XYZ	14986.006
14986.XYZ	14986.008
14986.XYZ	14986.010
14986.XYZ	14986.012
14986.XYZ	14986.014
14986.XYZ	14986.016
14992.XYZ	14992.002
14992.XYZ	14992.004
14993.XYZ	14993.002
14994.XYZ	14994.002
14994.XYZ	14994.004
14994.XYZ	14994.006
14994.XYZ	14994.008
14994.XYZ	14994.010
14994.XYZ	14994.012
14994.XYZ	14994.014
14994.XYZ	14994.016
14999.XYZ	14999.002
15006.XYZ	15006.002
15008.XYZ	15008.002
15008.XYZ	15008.004
15014.XYZ	15014.002
15014.XYZ	15014.004
15014.XYZ	15014.006
15019.XYZ	15019.002
15019.XYZ	15019.004
15023.XYZ	15023.002
15023.XYZ	15023.004
15023.XYZ	15023.006
15023.XYZ	15023.008
15029.XYZ	15029.002
15030.XYZ	15030.002
15034.XYZ	15034.002
15034.XYZ	15034.004
15034.XYZ	15034.006
15041.XYZ	15041.002
15041.XYZ	15041.004
15041.XYZ	15041.006
15045.XYZ	15045.002
15045.XYZ	15045.004
15053.XYZ	15053.002
15056.XYZ	15056.002
15059.XYZ	15059.002
15063.XYZ	15063.002
15072.XYZ	15072.002
15083.XYZ	15083.002
15083.XYZ	15083.004
15101.XYZ	15101.002
15102.XYZ	15102.002
15109.XYZ	15109.002
15115.XYZ	15115.002
15119.XYZ	15119.002
15126.XYZ	15126.002
15126.XYZ	15126.004
15126.XYZ	15126.006
15129.XYZ	15129.002
15130.XYZ	15130.002
15130.XYZ	15130.004
15130.XYZ	15130.006
15130.XYZ	15130.008
15130.XYZ	15130.010
15130.XYZ	15130.012
15131.XYZ	15131.002
15131.XYZ	15131.004
15131.XYZ	15131.006
15131.XYZ	15131.008
15134.XYZ	15134.002
15134.XYZ	15134.004
15134.XYZ	15134.006
15134.XYZ	15134.008
15134.XYZ	15134.010
15134.XYZ	15134.012
15135.XYZ	15135.002
15136.XYZ	15136.002
15145.XYZ	15145.002
15145.XYZ	15145.004
15152.XYZ	15152.002
15157.XYZ	15157.002
15173.XYZ	15173.002
15178.XYZ	15178.002
15198.XYZ	15198.002
15215.XYZ	15215.002
15215.XYZ	15215.004
15215.XYZ	15215.006
15215.XYZ	15215.008
15215.XYZ	15215.010
15215.XYZ	15215.012
15222.XYZ	15222.002
15222.XYZ	15222.004
15222.XYZ	15222.006
15222.XYZ	15222.008
15223.XYZ	15223.002
15225.XYZ	15225.002
15235.XYZ	15235.002
15245.XYZ	15245.002
15245.XYZ	15245.004
15245.XYZ	15245.006
15245.XYZ	15245.008
15245.XYZ	15245.010
15245.XYZ	15245.012
15255.XYZ	15255.002
15255.XYZ	15255.004
15255.XYZ	15255.006
15255.XYZ	15255.008
15255.XYZ	15255.010
15260.XYZ	15260.002
15265.XYZ	15265.002
15268.XYZ	15268.002
15268.XYZ	15268.004
15268.XYZ	15268.006
15268.XYZ	15268.008
15269.XYZ	15269.002
15274.XYZ	15274.002
15278.XYZ	15278.002
15279.XYZ	15279.002
15280.XYZ	15280.002
15281.XYZ	15281.002
15300.XYZ	15300.002
15300.XYZ	15300.004
15300.XYZ	15300.006
15300.XYZ	15300.008
15300.XYZ	15300.010
15302.XYZ	15302.002
15312.XYZ	15312.002
15313.XYZ	15313.002
15314.XYZ	15314.002
15314.XYZ	15314.004
15322.XYZ	15322.002
15322.XYZ	15322.004
15322.XYZ	15322.006
15322.XYZ	15322.008
15322.XYZ	15322.010
15322.XYZ	15322.012
15327.XYZ	15327.002
15327.XYZ	15327.004
15327.XYZ	15327.006
15327.XYZ	15327.008
15327.XYZ	15327.010
15327.XYZ	15327.012
15329.XYZ	15329.002
15332.XYZ	15332.002
15338.XYZ	15338.002
15338.XYZ	15338.004
15338.XYZ	15338.006
15338.XYZ	15338.008
15339.XYZ	15339.002
15339.XYZ	15339.004
15344.XYZ	15344.002
15347.XYZ	15347.002
15349.XYZ	15349.002
15353.XYZ	15353.002
15356.XYZ	15356.002
15356.XYZ	15356.004
15369.XYZ	15369.002
15373.XYZ	15373.002
15377.XYZ	15377.002
15377.XYZ	15377.004
15377.XYZ	15377.006
15377.XYZ	15377.008
15377.XYZ	15377.010
15380.XYZ	15380.002
15381.XYZ	15381.002
15392.XYZ	15392.002
15392.XYZ	15392.004
15392.XYZ	15392.006
15392.XYZ	15392.008
15392.XYZ	15392.010
15392.XYZ	15392.012
15392.XYZ	15392.014
15392.XYZ	15392.016
15392.XYZ	15392.018
15394.XYZ	15394.002
15396.XYZ	15396.002
15411.XYZ	15411.002
15411.XYZ	15411.004
15412.XYZ	15412.002
15415.XYZ	15415.002
15415.XYZ	15415.004
15415.XYZ	15415.006
15415.XYZ	15415.008
15416.XYZ	15416.002
15417.XYZ	15417.002
15417.XYZ	15417.004
15417.XYZ	15417.006
15417.XYZ	15417.008
15417.XYZ	15417.010
15417.XYZ	15417.012
15417.XYZ	15417.014
15417.XYZ	15417.016
15417.XYZ	15417.018
15417.XYZ	15417.020
15417.XYZ	15417.022
15422.XYZ	15422.002
15426.XYZ	15426.002
15435.XYZ	15435.002
15435.XYZ	15435.004
15438.XYZ	15438.002
15446.XYZ	15446.002
15446.XYZ	15446.004
15447.XYZ	15447.002
15447.XYZ	15447.004
15447.XYZ	15447.006
15467.XYZ	15467.002
15474.XYZ	15474.002
15476.XYZ	15476.002
15491.XYZ	15491.002
15495.XYZ	15495.002
15495.XYZ	15495.004
15495.XYZ	15495.006
15495.XYZ	15495.008
15496.XYZ	15496.002
15496.XYZ	15496.004
15496.XYZ	15496.006
15498.XYZ	15498.002
15498.XYZ	15498.004
15498.XYZ	15498.006
15498.XYZ	15498.008
15498.XYZ	15498.010
15498.XYZ	15498.012
15498.XYZ	15498.014
15498.XYZ	15498.016
15499.XYZ	15499.002
15499.XYZ	15499.004
15499.XYZ	15499.006
15499.XYZ	15499.008
15503.XYZ	15503.002
15503.XYZ	15503.004
15503.XYZ	15503.006
15503.XYZ	15503.008
15509.XYZ	15509.002
15511.XYZ	15511.002
15511.XYZ	15511.004
15516.XYZ	15516.002
15522.XYZ	15522.002
15522.XYZ	15522.004
15530.XYZ	15530.002
15536.XYZ	15536.002
15538.XYZ	15538.002
15538.XYZ	15538.004
15538.XYZ	15538.006
15538.XYZ	15538.008
15538.XYZ	15538.010
15539.XYZ	15539.002
15539.XYZ	15539.004
15539.XYZ	15539.006
15539.XYZ	15539.008
15542.XYZ	15542.002
15543.XYZ	15543.002
15543.XYZ	15543.004
15543.XYZ	15543.006
15547.XYZ	15547.002
15547.XYZ	15547.004
15551.XYZ	15551.002
15551.XYZ	15551.004
15551.XYZ	15551.006
15561.XYZ	15561.002
15561.XYZ	15561.004
15563.XYZ	15563.002
15568.XYZ	15568.002
15582.XYZ	15582.002
15582.XYZ	15582.004
15582.XYZ	15582.006
15586.XYZ	15586.002
15586.XYZ	15586.004
15594.XYZ	15594.002
15607.XYZ	15607.002
15609.XYZ	15609.002
15609.XYZ	15609.004
15609.XYZ	15609.006
15610.XYZ	15610.002
15610.XYZ	15610.004
15626.XYZ	15626.002
15666.XYZ	15666.002
15672.XYZ	15672.002
15672.XYZ	15672.004
15692.XYZ	15692.002
15695.XYZ	15695.002
15706.XYZ	15706.002
15706.XYZ	15706.004
15706.XYZ	15706.006
15706.XYZ	15706.008
15706.XYZ	15706.010
15708.XYZ	15708.002
15708.XYZ	15708.004
15708.XYZ	15708.006
15721.XYZ	15721.002
15721.XYZ	15721.004
15723.XYZ	15723.002
15727.XYZ	15727.002
15727.XYZ	15727.004
15727.XYZ	15727.006
15735.XYZ	15735.002
15735.XYZ	15735.004
15735.XYZ	15735.006
15762.XYZ	15762.002
15769.XYZ	15769.002
15769.XYZ	15769.004
15769.XYZ	15769.006
15774.XYZ	15774.002
15774.XYZ	15774.004
15774.XYZ	15774.006
15774.XYZ	15774.008
15774.XYZ	15774.010
15774.XYZ	15774.012
15779.XYZ	15779.002
15779.XYZ	15779.004
15779.XYZ	15779.006
15779.XYZ	15779.008
15779.XYZ	15779.010
15779.XYZ	15779.012
15779.XYZ	15779.014
15779.XYZ	15779.016
15779.XYZ	15779.018
15779.XYZ	15779.020
15779.XYZ	15779.022
15779.XYZ	15779.024
15779.XYZ	15779.026
15779.XYZ	15779.028
15781.XYZ	15781.002
15782.XYZ	15782.002
15784.XYZ	15784.002
15787.XYZ	15787.002
15789.XYZ	15789.002
15789.XYZ	15789.004
15789.XYZ	15789.006
15795.XYZ	15795.002
15808.XYZ	15808.002
15808.XYZ	15808.004
15809.XYZ	15809.002
15822.XYZ	15822.002
15822.XYZ	15822.004
15822.XYZ	15822.006
15829.XYZ	15829.002
15829.XYZ	15829.004
15836.XYZ	15836.002
15836.XYZ	15836.004
15841.XYZ	15841.002
15844.XYZ	15844.002
15859.XYZ	15859.002
15881.XYZ	15881.002
15881.XYZ	15881.004
15883.XYZ	15883.002
15883.XYZ	15883.004
15883.XYZ	15883.006
15883.XYZ	15883.008
15888.XYZ	15888.002
15892.XYZ	15892.002
15902.XYZ	15902.002
15902.XYZ	15902.004
15902.XYZ	15902.006
15902.XYZ	15902.008
15902.XYZ	15902.010
15902.XYZ	15902.012
15902.XYZ	15902.014
15918.XYZ	15918.002
15922.XYZ	15922.002
15927.XYZ	15927.002
15930.XYZ	15930.002
15930.XYZ	15930.004
15930.XYZ	15930.006
15930.XYZ	15930.008
15930.XYZ	15930.010
15930.XYZ	15930.012
15933.XYZ	15933.002
15934.XYZ	15934.002
15935.XYZ	15935.002
15936.XYZ	15936.002
15944.XYZ	15944.002
15962.XYZ	15962.002
15966.XYZ	15966.002
15966.XYZ	15966.004
15966.XYZ	15966.006
15980.XYZ	15980.002
15986.XYZ	15986.002
15987.XYZ	15987.002
15989.XYZ	15989.002
15992.XYZ	15992.002
15992.XYZ	15992.004
15992.XYZ	15992.006
15992.XYZ	15992.008
15993.XYZ	15993.002
15993.XYZ	15993.004
15994.XYZ	15994.002
15994.XYZ	15994.004
15994.XYZ	15994.006
15994.XYZ	15994.008
15994.XYZ	15994.010
15994.XYZ	15994.012
15995.XYZ	15995.002
15998.XYZ	15998.002
16002.XYZ	16002.002
16002.XYZ	16002.004
16003.XYZ	16003.002
16009.XYZ	16009.002
16009.XYZ	16009.004
16009.XYZ	16009.006
16011.XYZ	16011.002
16013.XYZ	16013.002
16023.XYZ	16023.002
16038.XYZ	16038.002
16038.XYZ	16038.004
16038.XYZ	16038.006
16040.XYZ	16040.002
16041.XYZ	16041.002
16041.XYZ	16041.004
16041.XYZ	16041.006
16046.XYZ	16046.002
16046.XYZ	16046.004
16046.XYZ	16046.006
16046.XYZ	16046.008
16055.XYZ	16055.002
16060.XYZ	16060.002
16063.XYZ	16063.002
16064.XYZ	16064.002
16067.XYZ	16067.002
16069.XYZ	16069.002
16069.XYZ	16069.004
16069.XYZ	16069.006
16069.XYZ	16069.008
16069.XYZ	16069.010
16069.XYZ	16069.012
16069.XYZ	16069.014
16069.XYZ	16069.016
16069.XYZ	16069.018
16069.XYZ	16069.020
16069.XYZ	16069.022
16069.XYZ	16069.024
16069.XYZ	16069.026
16069.XYZ	16069.028
16069.XYZ	16069.030
16069.XYZ	16069.032
16069.XYZ	16069.034
16069.XYZ	16069.036
16069.XYZ	16069.038
16069.XYZ	16069.040
16069.XYZ	16069.042
16069.XYZ	16069.044
16069.XYZ	16069.046
16069.XYZ	16069.048
16069.XYZ	16069.050
16070.XYZ	16070.002
16074.XYZ	16074.002
16074.XYZ	16074.004
16075.XYZ	16075.002
16075.XYZ	16075.004
16075.XYZ	16075.006
16075.XYZ	16075.008
16076.XYZ	16076.002
16081.XYZ	16081.002
16089.XYZ	16089.002
16089.XYZ	16089.004
16114.XYZ	16114.002
16114.XYZ	16114.004
16114.XYZ	16114.006
16114.XYZ	16114.008
16114.XYZ	16114.010
16114.XYZ	16114.012
16120.XYZ	16120.002
16121.XYZ	16121.002
16121.XYZ	16121.004
16121.XYZ	16121.006
16121.XYZ	16121.008
16123.XYZ	16123.002
16123.XYZ	16123.004
16123.XYZ	16123.006
16138.XYZ	16138.002
16142.XYZ	16142.002
16142.XYZ	16142.004
16146.XYZ	16146.002
16147.XYZ	16147.002
16147.XYZ	16147.004
16147.XYZ	16147.006
16147.XYZ	16147.008
16147.XYZ	16147.010
16147.XYZ	16147.012
16147.XYZ	16147.014
16147.XYZ	16147.016
16147.XYZ	16147.018
16147.XYZ	16147.020
16148.XYZ	16148.002
16148.XYZ	16148.004
16148.XYZ	16148.006
16148.XYZ	16148.008
16148.XYZ	16148.010
16148.XYZ	16148.012
16159.XYZ	16159.002
16159.XYZ	16159.004
16180.XYZ	16180.002
16186.XYZ	16186.002
16189.XYZ	16189.002
16189.XYZ	16189.004
16189.XYZ	16189.006
16189.XYZ	16189.008
16189.XYZ	16189.010
16189.XYZ	16189.012
16189.XYZ	16189.014
16189.XYZ	16189.016
16189.XYZ	16189.018
16189.XYZ	16189.020
16189.XYZ	16189.022
16189.XYZ	16189.024
16189.XYZ	16189.026
16189.XYZ	16189.028
16196.XYZ	16196.002
16196.XYZ	16196.004
16196.XYZ	16196.006
16196.XYZ	16196.008
16196.XYZ	16196.010
16196.XYZ	16196.012
16221.XYZ	16221.002
16221.XYZ	16221.004
16221.XYZ	16221.006
16221.XYZ	16221.008
16225.XYZ	16225.002
16248.XYZ	16248.002
16249.XYZ	16249.002
16280.XYZ	16280.002
16286.XYZ	16286.002
16291.XYZ	16291.002
16294.XYZ	16294.002
16297.XYZ	16297.002
16297.XYZ	16297.004
16297.XYZ	16297.006
16297.XYZ	16297.008
16297.XYZ	16297.010
16297.XYZ	16297.012
16297.XYZ	16297.014
16297.XYZ	16297.016
16297.XYZ	16297.018
16297.XYZ	16297.020
16297.XYZ	16297.022
16297.XYZ	16297.024
16297.XYZ	16297.026
16297.XYZ	16297.028
16298.XYZ	16298.002
16309.XYZ	16309.002
16309.XYZ	16309.004
16309.XYZ	16309.006
16331.XYZ	16331.002
16332.XYZ	16332.002
16337.XYZ	16337.002
16339.XYZ	16339.002
16341.XYZ	16341.002
16341.XYZ	16341.004
16358.XYZ	16358.002
16363.XYZ	16363.002
16365.XYZ	16365.002
16365.XYZ	16365.004
16365.XYZ	16365.006
16367.XYZ	16367.002
16367.XYZ	16367.004
16367.XYZ	16367.006
16367.XYZ	16367.008
16367.XYZ	16367.010
16367.XYZ	16367.012
16367.XYZ	16367.014
16372.XYZ	16372.002
16372.XYZ	16372.004
16372.XYZ	16372.006
16372.XYZ	16372.008
16373.XYZ	16373.002
16375.XYZ	16375.002
16375.XYZ	16375.004
16375.XYZ	16375.006
16376.XYZ	16376.002
16376.XYZ	16376.004
16376.XYZ	16376.006
16376.XYZ	16376.008
16378.XYZ	16378.002
16391.XYZ	16391.002
16397.XYZ	16397.002
16402.XYZ	16402.002
16404.XYZ	16404.002
16406.XYZ	16406.002
16428.XYZ	16428.002
16447.XYZ	16447.002
16479.XYZ	16479.002
16481.XYZ	16481.002
16481.XYZ	16481.004
16483.XYZ	16483.002
16484.XYZ	16484.002
16484.XYZ	16484.004
16492.XYZ	16492.002
16492.XYZ	16492.004
16492.XYZ	16492.006
16492.XYZ	16492.008
16492.XYZ	16492.010
16492.XYZ	16492.012
16492.XYZ	16492.014
16503.XYZ	16503.002
16507.XYZ	16507.002
16508.XYZ	16508.002
16508.XYZ	16508.004
16508.XYZ	16508.006
16508.XYZ	16508.008
16518.XYZ	16518.002
16518.XYZ	16518.004
16518.XYZ	16518.006
16522.XYZ	16522.002
16522.XYZ	16522.004
16523.XYZ	16523.002
16523.XYZ	16523.004
16523.XYZ	16523.006
16523.XYZ	16523.008
16528.XYZ	16528.002
16531.XYZ	16531.002
16532.XYZ	16532.002
16532.XYZ	16532.004
16540.XYZ	16540.002
16540.XYZ	16540.004
16543.XYZ	16543.002
16550.XYZ	16550.002
16560.XYZ	16560.002
16564.XYZ	16564.002
16567.XYZ	16567.002
16570.XYZ	16570.002
16573.XYZ	16573.002
16573.XYZ	16573.004
16573.XYZ	16573.006
16573.XYZ	16573.008
16573.XYZ	16573.010
16573.XYZ	16573.012
16579.XYZ	16579.002
16589.XYZ	16589.002
16592.XYZ	16592.002
16592.XYZ	16592.004
16592.XYZ	16592.006
16592.XYZ	16592.008
16592.XYZ	16592.010
16592.XYZ	16592.012
16592.XYZ	16592.014
16592.XYZ	16592.016
16592.XYZ	16592.018
16600.XYZ	16600.002
16600.XYZ	16600.004
16600.XYZ	16600.006
16600.XYZ	16600.008
16600.XYZ	16600.010
16605.XYZ	16605.002
16605.XYZ	16605.004
16605.XYZ	16605.006
16605.XYZ	16605.008
16605.XYZ	16605.010
16605.XYZ	16605.012
16605.XYZ	16605.014
16605.XYZ	16605.016
16605.XYZ	16605.018
16605.XYZ	16605.020
16605.XYZ	16605.022
16605.XYZ	16605.024
16605.XYZ	16605.026
16605.XYZ	16605.028
16605.XYZ	16605.030
16605.XYZ	16605.032
16605.XYZ	16605.034
16605.XYZ	16605.036
16605.XYZ	16605.038
16605.XYZ	16605.040
16605.XYZ	16605.042
16605.XYZ	16605.044
16605.XYZ	16605.046
16605.XYZ	16605.048
16605.XYZ	16605.050
16605.XYZ	16605.052
16606.XYZ	16606.002
16610.XYZ	16610.002
16610.XYZ	16610.004
16611.XYZ	16611.002
16615.XYZ	16615.002
16615.XYZ	16615.004
16615.XYZ	16615.006
16625.XYZ	16625.002
16625.XYZ	16625.004
16625.XYZ	16625.006
16625.XYZ	16625.008
16625.XYZ	16625.010
16627.XYZ	16627.002
16629.XYZ	16629.002
16631.XYZ	16631.002
16635.XYZ	16635.002
16635.XYZ	16635.004
16639.XYZ	16639.002
16649.XYZ	16649.002
16649.XYZ	16649.004
16650.XYZ	16650.002
16651.XYZ	16651.002
16651.XYZ	16651.004
16651.XYZ	16651.006
16655.XYZ	16655.002
16668.XYZ	16668.002
16668.XYZ	16668.004
16668.XYZ	16668.006
16668.XYZ	16668.008
16672.XYZ	16672.002
16678.XYZ	16678.002
16678.XYZ	16678.004
16679.XYZ	16679.002
16683.XYZ	16683.002
16686.XYZ	16686.002
16686.XYZ	16686.004
16689.XYZ	16689.002
16696.XYZ	16696.002
16696.XYZ	16696.004
16699.XYZ	16699.002
16700.XYZ	16700.002
16700.XYZ	16700.004
16701.XYZ	16701.002
16701.XYZ	16701.004
16708.XYZ	16708.002
16708.XYZ	16708.004
16726.XYZ	16726.002
16726.XYZ	16726.004
16732.XYZ	16732.002
16751.XYZ	16751.002
16758.XYZ	16758.002
16764.XYZ	16764.002
16764.XYZ	16764.004
16765.XYZ	16765.002
16770.XYZ	16770.002
16770.XYZ	16770.004
16770.XYZ	16770.006
16770.XYZ	16770.008
16782.XYZ	16782.002
16801.XYZ	16801.002
16807.XYZ	16807.002
16807.XYZ	16807.004
16807.XYZ	16807.006
16812.XYZ	16812.002
16821.XYZ	16821.002
16822.XYZ	16822.002
16822.XYZ	16822.004
16822.XYZ	16822.006
16822.XYZ	16822.008
16822.XYZ	16822.010
16826.XYZ	16826.002
16826.XYZ	16826.004
16826.XYZ	16826.006
16826.XYZ	16826.008
16826.XYZ	16826.010
16842.XYZ	16842.002
16842.XYZ	16842.004
16849.XYZ	16849.002
16849.XYZ	16849.004
16849.XYZ	16849.006
16849.XYZ	16849.008
16849.XYZ	16849.010
16852.XYZ	16852.002
16853.XYZ	16853.002
16855.XYZ	16855.002
16855.XYZ	16855.004
16855.XYZ	16855.006
16855.XYZ	16855.008
16866.XYZ	16866.002
16866.XYZ	16866.004
16866.XYZ	16866.006
16866.XYZ	16866.008
16866.XYZ	16866.010
16866.XYZ	16866.012
16870.XYZ	16870.002
16875.XYZ	16875.002
16877.XYZ	16877.002
16888.XYZ	16888.002
16892.XYZ	16892.002
16895.XYZ	16895.002
16903.XYZ	16903.002
16906.XYZ	16906.002
16912.XYZ	16912.002
16917.XYZ	16917.002
16917.XYZ	16917.004
16917.XYZ	16917.006
16917.XYZ	16917.008
16917.XYZ	16917.010
16917.XYZ	16917.012
16917.XYZ	16917.014
16938.XYZ	16938.002
16947.XYZ	16947.002
16947.XYZ	16947.004
16967.XYZ	16967.002
16967.XYZ	16967.004
16967.XYZ	16967.006
16967.XYZ	16967.008
16967.XYZ	16967.010
16970.XYZ	16970.002
