Lnum	basehw	compound	resolution
11627	mOli	Ardha-indu-	arDendumOli
11627	mOli	Cakra-	cakramOli
11627	mOli	Niśākara-kalā-	niSAkarakalAmOli
11654	mlE	A-	amlE
11660	yakzma	Rājayakṣman	rAjayakzman
11663	yaj	A-	ayaj
11667	yajana	Deva-	devayajana
11670	yajYa	A-	ayajYa
11670	yajYa	Ṛṣi-	fziyajYa
11670	yajYa	Graha-	grahayajYa
11670	yajYa	Japa-	japayajYa
11670	yajYa	Nāma(n)-	nAma(n)yajYa
11670	yajYa	Pañca(n)-	paYca(n)yajYa
11670	yajYa	Pāka-	pAkayajYa
11670	yajYa	Prastāva-	prastAvayajYa
11670	yajYa	Mahā-	mahAyajYa
11670	yajYa	Vidhi-	viDiyajYa
11676	yajvan	A-	ayajvan
11678	yat	An-	anyat
11678	yat	Para-	parayat
11685	yatna	A-	ayatna
11685	yatna	Sa-	sayatna
11686	yatnatas	A-	ayatnatas
11689	yaTA	Tad-	tadyaTA
11705	yantf	Deha-	dehayantf
11706	yantr	A-	ayantr
11706	yantr	Su-	suyantr
11707	yantra	Kodaṇḍa-	kodaRqayantra
11707	yantra	Kūṭa-	kUwayantra
11707	yantra	Gṛha-	gfhayantra
11707	yantra	Ghaṭikā-	GawikAyantra
11707	yantra	Jala-	jalayantra
11707	yantra	Tāla-	tAlayantra
11707	yantra	Taila-	tElayantra
11707	yantra	Toya-	toyayantra
11707	yantra	Dhārā-	DArAyantra
11707	yantra	Dhraja-	Drajayantra
11707	yantra	Nāḍī-	nAqIyantra
11707	yantra	Mahā-	mahAyantra
11707	yantra	Su-	suyantra
11707	yantra	Sūtra-	sUtrayantra
11707	yantra	Strī-	strIyantra
11707	yantra	Sva-māyā-	svamAyAyantra
11708	yantraka	Jala-	jalayantraka
11709	yantraRa	Niryantraṇa	niryantraRa
11709	yantraRa	Mukha-	muKayantraRa
11711	yam	Vāgyata	vAgyata
11712	yama	Kāla-anta + ka-	kAlAnta + kayama
11726	yava	Kāka-	kAkayava
11726	yava	Tri-	triyava
11730	yavana	Kāla-	kAlayavana
11739	yaSas	A-	ayaSas
11739	yaSas	Ati-	atiyaSas
11739	yaSas	Apa-	apayaSas
11739	yaSas	Pṛthu-	pfTuyaSas
11739	yaSas	Mahā-	mahAyaSas
11739	yaSas	Su-	suyaSas
11741	yaSasya	A-	ayaSasya
11743	yazwi	Ketu-	ketuyazwi
11743	yazwi	Gātra-	gAtrayazwi
11743	yazwi	Tulā-	tulAyazwi
11743	yazwi	Dhvaja-	Dvajayazwi
11743	yazwi	Bhāra-	BArayazwi
11743	yazwi	Vāsa-	vAsayazwi
11743	yazwi	Hāra-	hArayazwi
11748	yA	Krama-	kramayA
11750	yAc	A-	ayAc
11750	yAc	Ati-	atiyAc
11758	yAjaka	Grāma-	grAmayAjaka
11758	yAjaka	Nakṣatra-grāma-	nakzatragrAmayAjaka
11761	yAjin	Ātma(n)-	Atma(n)yAjin
11761	yAjin	Grāma-	grAmayAjin
11761	yAjin	Soma-	somayAjin
11761	yAjin	Havis-	haviryAjin
11769	yAtrA	Tīrtha-	tIrTayAtrA
11769	yAtrA	Deva-	devayAtrA
11769	yAtrA	Deha-	dehayAtrA
11769	yAtrA	Prāṇa-	prARayAtrA
11769	yAtrA	Loka-	lokayAtrA
11770	yAtrika	Siddha-	sidDayAtrika
11773	yAdava	Niry˚	niry˚
11776	yAna	Ākāśa-	AkASayAna
11776	yAna	Uṣṭra-	uzwrayAna
11776	yAna	Khara-	KarayAna
11776	yAna	Go-	goyAna
11776	yAna	Jala-	jalayAna
11776	yAna	Deva-	devayAna
11776	yAna	Nara-	narayAna
11776	yAna	Nārī-	nArIyAna
11776	yAna	Nau-	nOyAna
11776	yAna	Pitṛ-	pitfyAna
11776	yAna	Pṛṣṭha-	pfzWayAna
11776	yAna	Śata-sahasra-	SatasahasrayAna
11776	yAna	Siṃha-	siMhayAna
11777	yApana	Kāla-	kAlayApana
11778	yAma	A-vinoda-dīrgha-	avinodadIrGayAma
11778	yAma	Tri-	triyAma
11778	yAma	Yāta-	yAtayAma
11792	yAvaka	Sa-	sayAvaka
11802	yu	A-	ayu
11802	yu	Go-	goyu
11802	yu	Su-	suyu
11805	yukti	Sva-	svayukti
11807	yuga	Ambara-	ambarayuga
11807	yuga	Kṛta-	kftayuga
11807	yuga	Go-	goyuga
11807	yuga	Catur-	caturyuga
11807	yuga	Tri-	triyuga
11807	yuga	Deva-	devayuga
11807	yuga	Pañca(n)-	paYca(n)yuga
11807	yuga	Mahā-	mahAyuga
11810	yugala	Kaṇṭha-niveśita-hasta-	kaRWaniveSitahastayugala
11810	yugala	Vastra-	vastrayugala
11812	yugma	A-	ayugma
11812	yugma	Vastra-	vastrayugma
11817	yuj	A-	ayuj
11817	yuj	Kṣema-yukta + m	kzemayuktam
11817	yuj	Tapas-	tapasyuj
11817	yuj	Vidhāna-	viDAnayuj
11823	yuD	A-	ayuD
11823	yuD	Kūṭa-	kUwayuD
11823	yuD	Dvandva-	dvandvayuD
11837	yuvan	Vāra-yuvati	vArayuvati
11837	yuvan	Sura-yuvati	surayuvati
11843	yUTa	Nīryātha	nIryATa
11853	yoga	A-	ayoga
11853	yoga	Ati-	atiyoga
11853	yoga	Artha-	arTayoga
11853	yoga	Kathā-	kaTAyoga
11853	yoga	Karma(n)-	karma(n)yoga
11853	yoga	Kāla-	kAlayoga
11853	yoga	Krama-	kramayoga
11853	yoga	Cūrṇa-	cUrRayoga
11853	yoga	Daṇḍa-	daRqayoga
11853	yoga	Duryoga	duryoga
11853	yoga	Daiva-	dEvayoga
11853	yoga	Dhyāna-	DyAnayoga
11853	yoga	Nakṣatra-	nakzatrayoga
11853	yoga	Nidrā-	nidrAyoga
11853	yoga	Pūrṇa-	pUrRayoga
11853	yoga	Bhakti-	Baktiyoga
11853	yoga	Yathā-yoga + m	yaTAyogam
11853	yoga	Vāsa-	vAsayoga
11853	yoga	Vidhi-	viDiyoga
11853	yoga	Sāra-	sArayoga
11853	yoga	Stri-dharma-	striDarmayoga
11853	yoga	Sthāna-	sTAnayoga
11859	yogin	Kāla-	kAlayogin
11859	yogin	Ku-	kuyogin
11859	yogin	Nakṣatra-	nakzatrayogin
11860	yogya	Kṛta-	kftayogya
11862	yojana	Ā-yojana + m	Ayojanam
11862	yojana	Vāṇa-	vARayojana
11862	yojana	Saptayojanī	saptayojanI
11866	yoDa	Vasanta-	vasantayoDa
11866	yoDa	Hata-sarva-	hatasarvayoDa
11867	yoDin	Agra-	agrayoDin
11867	yoDin	Kūṭa-	kUwayoDin
11867	yoDin	Gaja-	gajayoDin
11867	yoDin	Dvandva-	dvandvayoDin
11868	yoni	A-	ayoni
11868	yoni	Antya-	antyayoni
11868	yoni	Ambhoja-	amBojayoni
11868	yoni	Eka-	ekayoni
11868	yoni	Kumbha-	kumBayoni
11868	yoni	Citta-	cittayoni
11868	yoni	Jagat-	jagatyoni
11868	yoni	Jīva-	jIvayoni
11868	yoni	Tiryagyoni	tiryagyoni
11868	yoni	Dury˚	dury˚
11868	yoni	Deva-	devayoni
11868	yoni	Padma-	padmayoni
11868	yoni	Pāpa-	pApayoni
11868	yoni	Purā-	purAyoni
11868	yoni	Vi-yonī	viyonI
11868	yoni	Vi-hīna-	vihInayoni
11868	yoni	Śaila-sutā-caraṇa-rāga-	SElasutAcaraRarAgayoni
11868	yoni	Saṃkalpa-	saMkalpayoni
11868	yoni	Sva-	svayoni
11871	yozA	Garbha-	garBayozA
11871	yozA	Deva-	devayozA
11872	yozit	Kula-	kulayozit
11872	yozit	Paṇya-	paRyayozit
11877	yOgapadya	A-	ayOgapadya
11883	yOvana	Sthira-	sTirayOvana
11889	raMhas	Ati-	atiraMhas
11889	raMhas	Vāta-	vAtaraMhas
11897	rakza	Kṣetra-	kzetrarakza
11897	rakza	Go-	gorakza
11897	rakza	Cakra-	cakrarakza
11897	rakza	Nagara-	nagararakza
11897	rakza	Pura-	purarakza
11897	rakza	Senā-	senArakza
11898	rakzaka	A-	arakzaka
11898	rakzaka	Aṅga-	aNgarakzaka
11898	rakzaka	Go-	gorakzaka
11898	rakzaka	Bkūmi-	bkUmirakzaka
11898	rakzaka	Śasya-	Sasyarakzaka
11903	rakzitf	A-	arakzitf
11904	rakzin	Nagara-, Nagarī-	nagara, nagarIrakzin
11904	rakzin	Paśu-	paSurakzin
11912	raNka	Raṇa-	raRaraNka
11916	raNga	Keli-	keliraNga
11916	raNga	Pūrva-	pUrvaraNga
11916	raNga	Rāja(n)-	rAja(n)raNga
11916	raNga	Su-	suraNga
11921	racanA	Kūṭa-	kUwaracanA
11921	racanA	Keśa-	keSaracanA
11921	racanA	Pakṣa-	pakzaracanA
11921	racanA	Paṭa-	pawaracanA
11921	racanA	Vacana-	vacanaracanA
11921	racanA	Vihita-durga-racana	vihitadurgaracana
11921	racanA	Vyūha-	vyUharacanA
11922	raja	Nīraja	nIraja
11924	rajata	Mahā-	mahArajata
11925	rajana	Mahā-	mahArajana
11930	rajas	A-	arajas
11930	rajas	Nīrajas	nIrajas
11930	rajas	Parorajas	parorajas
11930	rajas	Vi-	virajas
11930	rajas	Sa-	sarajas
11935	rajju	Karkaṭaka-	karkawakarajju
11935	rajju	Kāṣṭha-	kAzWarajju
11935	rajju	Pāśa-	pASarajju
11938	raYj	Ā-	AraYj
11938	raYj	Jiva-	jivaraYj
11938	raYj	Su-	suraYj
11940	raYjana	Loka-	lokaraYjana
11940	raYjana	Strī-	strIraYjana
11944	raRa	Priya-	priyaraRa
11944	raRa	Mahā-	mahAraRa
11950	rati	Dharma-	Darmarati
11953	ratna	Sa-mauli-	samOliratna
11958	raTa	Ati-	atiraTa
11958	raTa	Kīrti-	kIrtiraTa
11958	raTa	Krīḍā-	krIqAraTa
11958	raTa	Citra-	citraraTa
11958	raTa	Daśa(n)-	daSa(n)raTa
11958	raTa	Patra-	patraraTa
11958	raTa	Puṣpa-	puzparaTa
11958	raTa	Bhīma-	BImaraTa
11958	raTa	Manoratha	manoraTa
11958	raTa	Samāgama-manoratha	samAgamamanoraTa
11958	raTa	Marut-	marutraTa
11958	raTa	Mahā-	mahAraTa
11958	raTa	Viṣṇu-	vizRuraTa
11958	raTa	Sa-	saraTa
11958	raTa	Haṃsa-	haMsaraTa
11968	raTin	A-	araTin
11972	rada	Dri-	drirada
11972	rada	Vajra-	vajrarada
11979	ranDra	Karṇa-	karRaranDra
11979	ranDra	Nīrandhra	nIranDra
11982	raB	Su-	suraB
11984	raBasa	Ati-	atiraBasa
11984	raBasa	Ambhas-vindu-grahaṇa-	amBasvindugrahaRaraBasa
11984	raBasa	Sa-rabhasa + m	saraBasam
11985	ram	Deva-	devaram
11985	ram	Nirmāṇa-	nirmARaram
11985	ram	Su-	suram
11985	ram	Vara-su-	varasuram
11986	rama	Manas-	manasrama
11988	ramaRa	Para-	pararamaRa
11995	ramBa	Go-rambha	goramBa
11997	raya	Āśu-	ASuraya
11997	raya	Śānta-	SAntaraya
12002	rava	Kala-	kalarava
12002	rava	Ghaṇṭā-	GaRwArava
12002	rava	Caṇḍa-	caRqarava
12002	rava	Nirara	nirara
12002	rava	Bhīma-vega-	BImavegarava
12002	rava	Madana-kāku-	madanakAkurava
12002	rava	Vīṇa-	vIRarava
12002	rava	Śārṅga-	SArNgarava
12007	raSmi	Uṣṇa-	uzRaraSmi
12007	raSmi	Śita-	SitaraSmi
12007	raSmi	Syūma-	syUmaraSmi
12010	rasa	A-	arasa
12010	rasa	Anu-	anurasa
12010	rasa	Anna-	annarasa
12010	rasa	Amṛta-	amftarasa
12010	rasa	Ikṣu-	ikzurasa
12010	rasa	Eha-	eharasa
12010	rasa	Kanaka-	kanakarasa
12010	rasa	Kāma-	kAmarasa
12010	rasa	Kṣudra-	kzudrarasa
12010	rasa	Gandha-	ganDarasa
12010	rasa	Go-	gorasa
12010	rasa	Nīrasa	nIrasa
12010	rasa	Piṣṭa	pizwa
12010	rasa	Praṇipāta-	praRipAtarasa
12010	rasa	Yakṣa-	yakzarasa
12010	rasa	Yathā-rasa + m	yaTArasam
12010	rasa	Vi-	virasa
12010	rasa	Śṛṅgāra-eka-	SfNgAraikarasa
12010	rasa	Sa-	sarasa
12010	rasa	Siddha-	sidDarasa
12010	rasa	Su-	surasa
12010	rasa	Sva-	svarasa
12010	rasa	Svādu-	svAdurasa
12014	rasana	Nīrasana	nIrasana
12023	rah	A-	arah
12026	rahasya	Deva-	devarahasya
12026	rahasya	Sa-	sarahasya
12026	rahasya	Sa-prayoga-	saprayogarahasya
12028	rA	Kirti-	kirtirA
12030	rAkzasa	Jala-rākṣasī	jalarAkzasI
12030	rAkzasa	Brahmarākṣasa	brahmarAkzasa
12030	rAkzasa	Mānuṣa-	mAnuzarAkzasa
12030	rAkzasa	Sadevāsura-	sadevAsurarAkzasa
12032	rAga	Aṅga-	aNgarAga
12032	rAga	Apa-	aparAga
12032	rAga	Kṛtrima-	kftrimarAga
12032	rAga	Padma-	padmarAga
12032	rAga	Puṣpa-	puzparAga
12032	rAga	Vi-	virAga
12032	rAga	Vīta-	vItarAga
12032	rAga	Sa-	sarAga
12032	rAga	Haridrā-	haridrArAga
12035	rAgin	Vi-	virAgin
12041	rAj	Araṇya-	araRyarAj
12041	rAj	Asura-	asurarAj
12041	rAj	Indu-	indurAj
12041	rAj	Eka-	ekarAj
12041	rAj	Kratu-	kraturAj
12041	rAj	Giri-	girirAj
12041	rAj	Tṛṇa-	tfRarAj
12041	rAj	Deva-	devarAj
12041	rAj	Dharma-	DarmarAj
12041	rAj	Nāga-	nAgarAj
12041	rAj	Mṛga-	mfgarAj
12041	rAj	Yakṣa-	yakzarAj
12041	rAj	Viśva-	viSvarAj
12041	rAj	Sva-	svarAj
12042	rAja	Amara-	amararAja
12042	rAja	Amara-śatru-	amaraSatrurAja
12042	rAja	Ādi-	AdirAja
12042	rAja	Ṛkṣa-	fkzarAja
12042	rAja	Tṛṇa-	tfRarAja
12042	rAja	Deva-	devarAja
12042	rAja	Dvija-	dvijarAja
12042	rAja	Dharma-	DarmarAja
12042	rAja	Nada-	nadarAja
12042	rAja	Nāga-	nAgarAja
12042	rAja	Pitṛ-	pitfrAja
12042	rAja	Bhujaga-	BujagarAja
12042	rAja	Bhṛṅga-	BfNgarAja
12042	rAja	Mahā-	mahArAja
12042	rAja	Mṛga-	mfgarAja
12042	rAja	Yakṣa-	yakzarAja
12042	rAja	Yuvarāja	yuvarAja
12042	rAja	Rājarāja	rAjarAja
12042	rAja	Vighna-	viGnarAja
12042	rAja	Vimāna-	vimAnarAja
12042	rAja	Śaila-	SElarAja
12042	rAja	Sindhu-	sinDurAja
12042	rAja	Sukha-	suKarAja
12042	rAja	Sura-	surarAja
12042	rAja	Saubha-	sOBarAja
12043	rAjaka	Mahā-	mahArAjaka
12043	rAjaka	Sa-	sarAjaka
12049	rAjan	A-	arAjan
12049	rAjan	Kāśi-	kASirAjan
12049	rAjan	Dharma-rājan	DarmarAjan
12049	rAjan	Nāga-	nAgarAjan
12050	rAjanya	A-	arAjanya
12059	rAji	Nīla-rāji	nIlarAji
12059	rAji	Vana-rāj + i	vanarAji
12063	rAjya	Deva-	devarAjya
12063	rAjya	Pṛthivī-	pfTivIrAjya
12063	rAjya	Mahā-	mahArAjya
12063	rAjya	Yuvarājya-	yuvarAjyarAjya
12063	rAjya	Hṛta-	hftarAjya
12066	rAti	A-	arAti
12066	rAti	Vāyasa-a-	vAyasArAti
12068	rAtraka	Pañca(n)-	paYca(n)rAtraka
12069	rAtri	Kāla-	kAlarAtri
12069	rAtri	Yakṣa-rātri	yakzarAtri
12069	rAtri	Śiva-rātri	SivarAtri
12069	rAtri	Śeṣa-rātri	SezarAtri
12070	rAtrikA	Pañca(n)-	paYca(n)rAtrikA
12073	rAD	Su-	surAD
12079	rAma	Paraśu-	paraSurAma
12079	rAma	Bala-	balarAma
12084	rAva	Dīrgha-	dIrGarAva
12088	rASi	Agni-	agnirASi
12088	rASi	Ambu-	amburASi
12088	rASi	Brahma(n)-	brahma(n)rASi
12088	rASi	Yaśas-	yaSasrASi
12089	rAzwra	Su-	surAzwra
12093	rAsa	Dūrāsa	dUrAsa
12098	rAhu	Sa-	sarAhu
12102	rikTa	Gotra-	gotrarikTa
12107	ric	A-	aric
12110	ripu	Krauñca-	krOYcaripu
12121	riz	A-riṣṭa	arizwa
12140	ruc	Ghana-	Ganaruc
12140	ruc	Phaṇā-maṇi-sahasra-	PaRAmaRisahasraruc
12140	ruc	Vistārita-varṇa-saṃkara-	vistAritavarRasaMkararuc
12140	ruc	Śīta-	SItaruc
12140	ruc	A-śīta-	aSItaruc
12142	ruci	Uṣṇa-	uzRaruci
12142	ruci	Daṇḍa-ruci	daRqaruci
12142	ruci	Pratigraha-	pratigraharuci
12142	ruci	Māṃsa-	mAMsaruci
12142	ruci	Viśeṣa-vikrama-	viSezavikramaruci
12142	ruci	Saṃsarga-	saMsargaruci
12142	ruci	Sphurita-	sPuritaruci
12142	ruci	Sva-	svaruci
12147	ruj	Niruj	niruj
12149	rujA	A-ruja	aruja
12149	rujA	Nīruja	nIruja
12149	rujA	Sa-ruja	saruja
12149	rujA	Su-	surujA
12158	rud	Araṇya-	araRyarud
12161	ruD	A-	aruD
12161	ruD	Smṛti-	smftiruD
12173	ruz	Ati-ruṣ	atiruz
12173	ruz	Sa-ruṣ	saruz
12174	ruh	Dūrūḍha	dUrUQa
12174	ruh	Su-	suruh
12175	ruha	Jagati-	jagatiruha
12175	ruha	Jala-	jalaruha
12175	ruha	Tanū-	tanUruha
12175	ruha	Tīra-	tIraruha
12175	ruha	Vīja-kāṇḍa-	vIjakARqaruha
12180	rUp	Su-nirūpita	sunirUpita
12181	rUpa	A-	arUpa
12181	rUpa	Ati-	atirUpa
12181	rUpa	Anya-	anyarUpa
12181	rUpa	An-eka-	anekarUpa
12181	rUpa	Aśra-	aSrarUpa
12181	rUpa	Kāma-	kAmarUpa
12181	rUpa	Kiṃrūpa	kiMrUpa
12181	rUpa	Tathā-	taTArUpa
12181	rUpa	Garbha-	garBarUpa
12181	rUpa	Deśa-	deSarUpa
12181	rUpa	Naṣṭa-	nazwarUpa
12181	rUpa	Nānā-	nAnArUpa
12181	rUpa	Padma-	padmarUpa
12181	rUpa	Puṃrūpa	puMrUpa
12181	rUpa	Pūrva-	pUrvarUpa
12181	rUpa	Prāpta-	prAptarUpa
12181	rUpa	Bharya-	BaryarUpa
12181	rUpa	Yukta-	yuktarUpa
12181	rUpa	Vi-	virUpa
12181	rUpa	Viśva-	viSvarUpa
12181	rUpa	Sa-	sarUpa
12181	rUpa	Saṃkalpa-	saMkalparUpa
12181	rUpa	Sva-	svarUpa
12181	rUpa	Ātmasrarūpa	AtmasrarUpa
12181	rUpa	Stri-sva-	strisvarUpa
12181	rUpa	Hṛṣṭa-	hfzwarUpa
12182	rUpaka	Mahā-	mahArUpaka
12182	rUpaka	Vi-	virUpaka
12184	rUpavant	Adhika-	aDikarUpavant
12184	rUpavant	Stri-sva-	strisvarUpavant
12185	rUpin	A-	arUpin
12185	rUpin	Anya-	anyarUpin
12185	rUpin	Kuñjara-	kuYjararUpin
12185	rUpin	Kṣapaṇaka-	kzapaRakarUpin
12185	rUpin	Tathā-	taTArUpin
12185	rUpin	Deva-	devarUpin
12185	rUpin	Mṛga-	mfgarUpin
12185	rUpin	Sādhana-	sADanarUpin
12185	rUpin	Sva-	svarUpin
12185	rUpin	Strī-sva-	strIsvarUpin
12186	rUpya	Sama-	samarUpya
12194	reKA	Candra-	candrareKA
12194	reKA	Patra-	patrareKA
12194	reKA	Sama-rekha	samareKa
12199	reRu	Trasa-	trasareRu
12199	reRu	Rakta-	raktareRu
12199	reRu	Sikatā-	sikatAreRu
12199	reRu	Su-	sureRu
12201	retas	Ūrdhva-	UrDvaretas
12201	retas	Kumbha-	kumBaretas
12201	retas	Vasu-	vasuretas
12201	retas	Vahni-	vahniretas
12201	retas	Viśva-	viSvaretas
12201	retas	Hiraṇya-	hiraRyaretas
12205	repas	Vi-	virepas
12206	rePa	Dvi-	dvirePa
12222	roga	A-	aroga
12222	roga	Kṣudroga	kzudroga
12222	roga	Tṛṣā-	tfzAroga
12222	roga	Niroga	niroga
12222	roga	Pāṇḍu-	pARquroga
12222	roga	Pāpa-	pAparoga
12222	roga	Sa-	saroga
12222	roga	Hṛd-	hfdroga
12225	rogin	A-	arogin
12225	rogin	Pāṇḍu-	pARqurogin
12225	rogin	Pāpa-	pAparogin
12226	rocaka	A-	arocaka
12227	rocana	Go-rocanā	gorocanA
12227	rocana	Vaṃśa-roc hanā	vaMSaroc hanA
12229	rocis	Vasu-	vasurocis
12233	roDa	Prāṇa-	prARaroDa
12243	roman	Ūrdhva-	UrDvaroman
12243	roman	Kāñcana-	kAYcanaroman
12243	roman	Stabdha-	stabDaroman
12250	roza	Vi-	viroza
12250	roza	Sa-	saroza
12265	rOdra	Ati-	atirOdra
12265	rOdra	Soma-	somarOdra
12271	rOrava	Mahā-	mahArOrava
12276	lakz	A-	alakz
12276	lakz	Su-lakṣita	sulakzita
12277	lakza	Vi-	vilakza
12277	lakza	Sthūla-	sTUlalakza
12278	lakzaRa	A-	alakzaRa
12278	lakzaRa	Ajahallakṣaṇā	ajahallakzaRA
12278	lakzaRa	Kṛta-	kftalakzaRa
12278	lakzaRa	Ṛgyajuḥsāmalakṣaṇa	fgyajuHsAmalakzaRa
12278	lakzaRa	Jñāna-	jYAnalakzaRa
12278	lakzaRa	Dvi-	dvilakzaRa
12278	lakzaRa	Nirlakṣaṇa	nirlakzaRa
12278	lakzaRa	Rājalakṣaṇa	rAjalakzaRa
12278	lakzaRa	Lakṣita-	lakzitalakzaRa
12278	lakzaRa	Vi-	vilakzaRa
12278	lakzaRa	Viśeṣa-	viSezalakzaRa
12278	lakzaRa	Sāmānya-	sAmAnyalakzaRa
12278	lakzaRa	Su-	sulakzaRa
12281	lakzmaRa	Saha-	sahalakzmaRa
12283	lakzmI	A-	alakzmI
12283	lakzmI	A-kṛśa-	akfSalakzmI
12283	lakzmI	Jaya-	jayalakzmI
12283	lakzmI	Mahā-	mahAlakzmI
12283	lakzmI	Rājalakṣmī	rAjalakzmI
12288	lag	Pāda-	pAdalag
12288	lag	Pṛṣṭha-	pfzWalag
12288	lag	Śubha-	SuBalag
12288	lag	Hastāgra-	hastAgralag
12296	laGu	A-	alaGu
12296	laGu	Pari-	parilaGu
12316	lajjA	Nirlajja	nirlajja
12316	lajjA	Sa-	salajjA
12331	latA	Amṛta-	amftalatA
12331	latA	Ud-patāka-bhuja-laṭa	utpatAkaBujalawa
12331	latA	Kalpa-	kalpalatA
12331	latA	Nāga-	nAgalatA
12331	latA	Bāhu-	bAhulatA
12331	latA	Bhrū-	BrUlatA
12331	latA	Bhū-	BUlatA
12331	latA	Muktā-	muktAlatA
12331	latA	Mohana-	mohanalatA
12331	latA	Romalatā	romalatA
12331	latA	Taḍillatā	taqillatA
12331	latA	Vetra-	vetralatA
12331	latA	Sūrya-	sUryalatA
12331	latA	Soma-	somalatA
12332	latikA	Aṅgu-	aNgulatikA
12332	latikA	Amṛta-	amftalatikA
12332	latikA	Būhu-	bUhulatikA
12341	lamba	Ā-gaṇḍa-	AgaRqalamba
12346	lambin	A-	alambin
12346	lambin	An-ati-	anatilambin
12346	lambin	Pūrva-ardha-	pUrvArDalambin
12352	laya	A-	alaya
12354	lal	Durlalita	durlalita
12354	lal	Su-	sulal
12358	lalAwa	Mahā-	mahAlalAwa
12365	lava	Jñāna-	jYAnalava
12369	lavaRa	A-kṣāra-lavaṇa	akzAralavaRa
12380	las	Durvitasita	durvitasita
12385	lahari	Ānanda-	Anandalahari
12388	lAkzA	Caraṇa-	caraRalAkzA
12393	lAGava	Guru-	gurulAGava
12393	lAGava	Hasta-	hastalAGava
12400	lAYCana	Mṛga-	mfgalAYCana
12400	lAYCana	Śrī-vatsa-	SrIvatsalAYCana
12400	lAYCana	Śaśa-	SaSalAYCana
12407	lABa	A-	alABa
12407	lABa	Guṇa-a-	guRAlABa
12407	lABa	Durlābha	durlABa
12407	lABa	Dvi-guṇa-	dviguRalABa
12407	lABa	Lābha-a-	lABAlABa
12407	lABa	Siddhi-	sidDilABa
12411	lAlasa	Darśana-	darSanalAlasa
12411	lAlasa	Pati-	patilAlasa
12417	lAva	Puṣpa-	puzpalAva
12424	likzA	Yūkā-likṣa	yUkAlikza
12425	liK	Citra-	citraliK
12425	liK	Dur-lekhya	durleKya
12430	liNga	Ṛtu-	ftuliNga
12430	liNga	Tri-	triliNga
12430	liNga	Deva-	devaliNga
12430	liNga	Nirliṅga	nirliNga
12430	liNga	Puṃliṅga	puMliNga
12430	liNga	Viṣṇuliṅgī	vizRuliNgI
12430	liNga	Strī-	strIliNga
12433	liNgin	A-	aliNgin
12433	liNgin	Ārya-	AryaliNgin
12433	liNgin	Dvija-	dvijaliNgin
12433	liNgin	Mārjāra-	mArjAraliNgin
12434	lip	A-medhya-lipta	ameDyalipta
12444	lih	Rasanā-	rasanAlih
12445	lI	A-	alI
12447	lIlA	Sa-līla	salIla
12451	luYcaka	Keśa-	keSaluYcaka
12467	lup	A-	alup
12470	luB	Ati-	atiluB
12470	luB	Guṇa-	guRaluB
12482	leKa	Indu-	induleKa
12482	leKa	Candra-	candraleKa
12482	leKa	Citra-	citraleKa
12482	leKa	Patra-	patraleKa
12482	leKa	Sa-patra-lekha	sapatraleKa
12482	leKa	Śaśilekhā	SaSileKA
12482	leKa	Hṛllekha	hflleKa
12487	lepa	Nirlepa	nirlepa
12487	lepa	Piṇḍī-	piRqIlepa
12487	lepa	Vajra-	vajralepa
12490	lepana	Bhūmi-	BUmilepana
12495	leSa	Aśru-	aSruleSa
12495	leSa	Prāleya-	prAleyaleSa
12495	leSa	Sukha-	suKaleSa
12495	leSa	Sa-	saleSa
12500	loka	A-	aloka
12500	loka	Aṅga-	aNgaloka
12500	loka	Amara-	amaraloka
12500	loka	Indra-	indraloka
12500	loka	Go-	goloka
12500	loka	Gṛha-	gfhaloka
12500	loka	Jana-	janaloka
12500	loka	Jīva-	jIvaloka
12500	loka	Tapoloka	tapoloka
12500	loka	Tala-	talaloka
12500	loka	Tri-	triloka
12500	loka	Nara-vīra-	naravIraloka
12500	loka	Para-	paraloka
12500	loka	Paura-	pOraloka
12500	loka	Brahmaloka	brahmaloka
12500	loka	Lokāloka	lokAloka
12500	loka	Vi-	viloka
12507	locana	Cāru-	cArulocana
12507	locana	Tri-	trilocana
12507	locana	Vāma-	vAmalocana
12507	locana	Sthira-	sTiralocana
12507	locana	Hari-	harilocana
12521	loBa	A-	aloBa
12521	loBa	Ati-	atiloBa
12524	loman	Asi-	asiloman
12526	lomaSa	Haṃsa-	haMsalomaSa
12528	lola	Ā-	Alola
12528	lola	Mahā-	mahAlola
12538	loha	Kṛṣṇa-	kfzRaloha
12538	loha	Nīla-	nIlaloha
12538	loha	Pañcaloha	paYcaloha
12538	loha	Mahā-	mahAloha
12538	loha	Ravi-	raviloha
12538	loha	Sāra-	sAraloha
12541	lohamaya	Sarva-	sarvalohamaya
12543	lohita	Dhūmra-	DUmralohita
12543	lohita	Nīla-	nIlalohita
12548	lOkika	A-	alOkika
12548	lOkika	Jīva-	jIvalOkika
12550	lOlya	A-	alOlya
12550	lOlya	Ati-	atilOlya
12550	lOlya	Jihvā-	jihvAlOlya
12550	lOlya	Manas-	manaslOlya
12555	vaMSa	A-	avaMSa
12555	vaMSa	Ādi-	AdivaMSa
12555	vaMSa	Jarjara-	jarjaravaMSa
12555	vaMSa	Nāsā-	nAsAvaMSa
12555	vaMSa	Pṛṣṭha-	pfzWavaMSa
12555	vaMSa	Raghu-	raGuvaMSa
12555	vaMSa	Soma-	somavaMSa
